Municipio;Microrregiao;Mesorregiao;Uf_nome;Uf;Regiao
Barra Funda;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Barros Cassal;Soledade;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Benjamin Constant do Sul;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Bento Gonçalves;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Boa Vista das Missões;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Boa Vista do Buricá;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Boa Vista do Cadeado;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Boa Vista do Incra;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Boa Vista do Sul;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Bom Jesus;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Bom Princípio;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Bom Progresso;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Bom Retiro do Sul;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Boqueirão do Leão;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Bossoroca;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Bozano;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Braga;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Brochier;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Butiá;São Jerônimo;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Caçapava do Sul;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cacequi;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Cachoeira do Sul;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Cachoeirinha;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Cacique Doble;Sananduva;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Caibaté;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Caiçara;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Camaquã;Camaquã;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Camargo;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cambará do Sul;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Campestre da Serra;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Campina das Missões;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Campinas do Sul;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Campo Bom;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Campo Novo;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Campos Borges;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Candelária;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Cândido Godói;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Candiota;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Canela;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Canguçu;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Canoas;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Canudos do Vale;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Capão Bonito do Sul;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Capão da Canoa;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Capão do Cipó;Santiago;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Capão do Leão;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Capivari do Sul;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Capela de Santana;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Capitão;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Carazinho;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Caraá;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Carlos Barbosa;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Carlos Gomes;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Casca;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Caseiros;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Catuípe;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Caxias do Sul;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Centenário;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cerrito;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cerro Branco;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Cerro Grande;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cerro Grande do Sul;Camaquã;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Cerro Largo;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Chapada;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Charqueadas;São Jerônimo;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Charrua;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Chiapetta;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Chuí;Litoral Lagunar;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Chuvisca;Camaquã;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Cidreira;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Ciríaco;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Colinas;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Colorado;Não-Me-Toque;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Condor;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Constantina;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Coqueiro Baixo;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Coqueiros do Sul;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Coronel Barros;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Coronel Bicaco;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Coronel Pilar;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cotiporã;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Coxilha;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Crissiumal;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cristal;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cristal do Sul;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cruz Alta;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cruzaltense;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Cruzeiro do Sul;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
David Canabarro;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Derrubadas;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Dezesseis de Novembro;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Dilermando de Aguiar;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Dois Irmãos;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Dois Irmãos das Missões;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Dois Lajeados;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Dom Feliciano;Camaquã;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Dom Pedro de Alcântara;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Dom Pedrito;Campanha Meridional;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Dona Francisca;Restinga Seca;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Doutor Maurício Cardoso;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Doutor Ricardo;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Eldorado do Sul;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Encantado;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Encruzilhada do Sul;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Engenho Velho;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Entre-Ijuís;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Entre Rios do Sul;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Erebango;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Erechim;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ernestina;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Herval;Jaguarão;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Erval Grande;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Erval Seco;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Esmeralda;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Esperança do Sul;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Espumoso;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Estação;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Estância Velha;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Esteio;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Estrela;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Estrela Velha;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Eugênio de Castro;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Fagundes Varela;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Farroupilha;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Faxinal do Soturno;Restinga Seca;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Faxinalzinho;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Fazenda Vilanova;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Feliz;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Flores da Cunha;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Floriano Peixoto;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Fontoura Xavier;Soledade;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Formigueiro;Restinga Seca;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Forquetinha;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Fortaleza dos Valos;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Frederico Westphalen;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Garibaldi;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Garruchos;Campanha Ocidental;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Gaurama;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
General Câmara;São Jerônimo;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Gentil;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Getúlio Vargas;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Giruá;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Glorinha;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Gramado;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Gramado dos Loureiros;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Gramado Xavier;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Gravataí;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Guabiju;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Guaíba;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Guaporé;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Guarani das Missões;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Harmonia;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Herveiras;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Horizontina;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Hulha Negra;Campanha Meridional;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Humaitá;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ibarama;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Ibiaçá;Sananduva;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ibiraiaras;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ibirapuitã;Soledade;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ibirubá;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Igrejinha;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Ijuí;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ilópolis;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Imbé;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Imigrante;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Independência;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Inhacorá;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ipê;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ipiranga do Sul;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Iraí;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Itaara;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Itacurubi;Santiago;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Itapuca;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Itaqui;Campanha Ocidental;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Itati;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Itatiba do Sul;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ivorá;Restinga Seca;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Ivoti;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Jaboticaba;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Jacuizinho;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Jacutinga;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Jaguarão;Jaguarão;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Jaguari;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Jaquirana;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Jari;Santiago;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Jóia;Cruz Alta;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Júlio de Castilhos;Santiago;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Lagoa Bonita do Sul;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Lagoão;Soledade;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Lagoa dos Três Cantos;Não-Me-Toque;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Lagoa Vermelha;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Lajeado;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Lajeado do Bugre;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Lavras do Sul;Campanha Meridional;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Liberato Salzano;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Lindolfo Collor;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Linha Nova;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Machadinho;Sananduva;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Maçambará;Campanha Ocidental;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Mampituba;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Manoel Viana;Campanha Ocidental;Sudoeste Rio-grandense;Rio Grande do Sul;RS;Sul
Maquiné;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Maratá;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Marau;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Marcelino Ramos;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Mariana Pimentel;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Mariano Moro;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Marques de Souza;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Mata;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Mato Castelhano;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Mato Leitão;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Mato Queimado;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Maximiliano de Almeida;Sananduva;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Minas do Leão;São Jerônimo;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Miraguaí;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Montauri;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Monte Alegre dos Campos;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Monte Belo do Sul;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Montenegro;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Mormaço;Soledade;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Morrinhos do Sul;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Morro Redondo;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Morro Reuter;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Mostardas;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Muçum;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Muitos Capões;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Muliterno;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Não-Me-Toque;Não-Me-Toque;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nicolau Vergueiro;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nonoai;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Alvorada;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Araçá;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Bassano;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Boa Vista;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Bréscia;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Candelária;Três Passos;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Esperança do Sul;Santa Maria;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Hartz;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Nova Pádua;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Palma;Restinga Seca;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Petrópolis;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Nova Prata;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Ramada;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Roma do Sul;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Nova Santa Rita;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Novo Cabrais;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Novo Hamburgo;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Novo Machado;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Novo Tiradentes;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Novo Xingu;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Novo Barreiro;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Osório;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Paim Filho;Sananduva;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Palmares do Sul;Osório;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Palmeira das Missões;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Palmitinho;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Panambi;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pantano Grande;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Paraí;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Paraíso do Sul;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Pareci Novo;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Parobé;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Passa Sete;Santa Cruz do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Passo do Sobrado;Cachoeira do Sul;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Passo Fundo;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Paulo Bento;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Paverama;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Pedras Altas;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pedro Osório;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pejuçara;Ijuí;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pelotas;Pelotas;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Picada Café;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Pinhal;Carazinho;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pinhal da Serra;Vacaria;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pinhal Grande;Santiago;Centro Ocidental Rio-grandense;Rio Grande do Sul;RS;Sul
Pinheirinho do Vale;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pinheiro Machado;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pinto Bandeira;Caxias do Sul;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pirapó;Santo Ângelo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Piratini;Serras de Sudeste;Sudeste Rio-grandense;Rio Grande do Sul;RS;Sul
Planalto;Frederico Westphalen;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Poço das Antas;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Pontão;Passo Fundo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Ponte Preta;Erechim;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Portão;Montenegro;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Porto Alegre;Porto Alegre;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Porto Lucena;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Porto Mauá;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Porto Vera Cruz;Santa Rosa;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Porto Xavier;Cerro Largo;Noroeste Rio-grandense;Rio Grande do Sul;RS;Sul
Pouso Novo;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Presidente Lucena;Gramado-Canela;Metropolitana de Porto Alegre;Rio Grande do Sul;RS;Sul
Progresso;Lajeado-Estrela;Centro Oriental Rio-grandense;Rio Grande do Sul;RS;Sul
Protásio Alves;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
Putinga;Guaporé;Nordeste Rio-grandense;Rio Grande do Sul;RS;Sul
